식당명,식당주소,식당위도,식당경도
산지해장국 외도점,제주특별자치도 제주시 우령8길 58,33.48610882,126.4271729
산지해장국 중문점,제주특별자치도 서귀포시 천제연로185번길 12-1,33.25280069,126.4248991
삼강식당 본점,제주특별자치도 서귀포시 신서로102번길 53,33.25949067,126.5117663
삼강식당 중문점,제주특별자치도 서귀포시 천제연로178번길 3,33.2514097,126.4235818
삼계별장,제주 제주시 연북로 599,33.48923989,126.5423778
삼대국수회관 본점,제주특별자치도 제주시 삼성로 41,33.50690145,126.5300594
삼대국수회관 서귀포직영점,제주특별자치도 서귀포시 중앙로 20,33.246647,126.562168
삼대국수회관 신제주점,제주특별자치도 제주시 신대로20길 32,33.48385759,126.4932121
삼대국수회관협재점,제주특별자치도 제주시 한림읍 금능남로 51,33.38359703,126.2353523
삼도제과,제주 제주시 중앙로 196,33.50180389,126.5280941
삼무국수,제주 제주시 연동 271-10,33.49059277,126.4909894
삼무국수 2호점,제주특별자치도 서귀포시 성산읍 고성오조로 74-1,33.45037433,126.9148023
삼무국수 서귀포3호점,제주특별자치도 제주시 연동 271-10,33.49084,126.491028
삼미횟집 제주공항점,제주특별자치도 제주시 도두항서5길 1,33.50459088,126.463726
삼미흑돼지 중문점,제주특별자치도 서귀포시 색달중앙로 33,33.25857891,126.4134512
삼백식당,제주 서귀포시 예래로 466-1,33.23500968,126.3687454
삼보식당,제주 서귀포시 중정로 25,33.24770297,126.5591727
삼성혈해물탕 서귀포점,제주특별자치도 서귀포시 서호남로32번길 31-1,33.24880795,126.5142379
삼영식당,제주 제주시 애월읍 일주서로 6748,33.473286,126.372705
삼일식당,제주특별자치도 제주시 한림읍 한림상로 92,33.40858655,126.2635543
삼일해장국,제주특별자치도 제주시 애월읍 하귀9길 14,33.48564133,126.4151069
삼해횟집,제주 제주시 우평로 354,33.4841967,126.4290091
새물,제주 제주시 애월읍 애월해안로 620,33.47868198,126.3698945
새물국수,제주 서귀포시 안덕면 화순해안로 63,33.24122428,126.3335888
색달바당,제주 서귀포시 색달로 99,33.26209925,126.4138088
생원전복,제주 서귀포시 안덕면 산방로 7,33.24586442,126.3306788
샤브마니아 제주노형점,제주특별자치도 제주시 한라대학로 25,33.47921704,126.474368
샤브마니아 제주아라점,제주특별자치도 제주시 연북로 527,33.48523203,126.5361417
샤브마니아제주외도점,제주 제주시 우령서로 73,33.4857581,126.4270119
서귀포고기국수,제주 서귀포시 소암로12번길 21,33.24308792,126.5670812
서영횟집,제주 서귀포시 중정로91번길 50-1,33.25150725,126.5622437
서울앵무새 제주,제주특별자치도 서귀포시 색달중앙로 162,33.26965137,126.4166379
서진향해장국 성산점,제주특별자치도 서귀포시 성산읍 한도로 200,33.46818662,126.9292691
석경초밥,제주 서귀포시 천지로 18,33.24917565,126.5609942
석이네식당,제주 서귀포시 신서귀로 26,33.25130874,126.5109006
선미식당 제주성산일출봉점,제주특별자치도 서귀포시 성산읍 일출로 281,33.46270241,126.9346962
선영횟집,제주 서귀포시 칠십리로 61-1,33.2401066,126.5631741
선유식당,제주 서귀포시 대정읍 하모항구로 72-1,33.21989485,126.251615
섬나라오메기떡,제주특별자치도 제주시 용해로 6,33.51672039,126.5020641
섬소나이 위미점,제주특별자치도 서귀포시 남원읍 위미해안로 18,33.27305539,126.6577345
섬오름 해물라면,제주특별자치도 제주시 조천읍 조함해안로 355-7,33.54980508,126.6558612
섬타르 제주공항점,제주특별자치도 제주시 다랑곶1길 9,33.48758031,126.478232
섭지코지로 성산본점,제주특별자치도 서귀포시 성산읍 한도로242번길 14,33.46566304,126.9325349
섭지해녀의 집,제주특별자치도 서귀포시 성산읍 섭지코지로 93-15,33.43452759,126.9260327
성미식당,제주 제주시 서광로18길 18,33.4983126,126.5203407
성산물고기자리,일출로 257,33.4615,126.933238
성산바다풍경 제주성산일출봉점,제주특별자치도 서귀포시 성산읍 일출로288번길 17,33.46472622,126.9358435
성산을본고등어쌈밥 제주성산일출봉점,제주특별자치도 서귀포시 성산읍 성산중앙로64번길 5-4,33.46438356,126.9357577
성산일출봉 어멍횟집,제주 서귀포시 성산읍 일출로 29 성산일출봉 어멍횟집,33.44788471,126.9159834
성산카페 호랑호랑,제주특별자치도 서귀포시 성산읍 고성리 235,33.44958633,126.9216392
성산포 자연산 회센타,제주특별자치도 서귀포시 성산읍 성산중앙로25번길 12,33.4631626,126.9320367
성산흑돼지 흑돈쭐,제주특별자치도 서귀포시 성산읍 성산중앙로 72,33.46548335,126.935417
성산흑돼지두루치기,제주 서귀포시 성산읍 한도로 255,33.46617943,126.9348118
성안식당,제주특별자치도 제주시 애월읍 애월로11길 5,33.46481278,126.3201879
세화다퍼주는횟집,제주특별자치도 제주시 구좌읍 세평항로 19,33.52534888,126.8537141
세화통닭,제주특별자치도 제주시 구좌읍 구좌로 34-1,33.52330945,126.8552343
소낭 비프 하우스 제원,제주특별자치도 제주시 신광로4길 1,33.48875995,126.4895768
소낭집,제주 서귀포시 막숙포로37번길 12,33.23815746,126.5164452
소담명가 찰솥밥 본점,제주특별자치도 서귀포시 천제연로 357,33.25247319,126.4426739
소소,제주 제주시 서광로19길 34,33.50285147,126.5206724
소소식당,제주 서귀포시 대포로 81,33.24256291,126.4323803
솔동산고기국수 서귀포올레시장본점,제주특별자치도 서귀포시 부두로 23,33.242944,126.5652246
솔솥 서귀포점,제주특별자치도 서귀포시 신동로 119,33.25912553,126.5143032
송림식당,제주 제주시 신대로14길 34,33.48793989,126.493026
송이축산정육식당,제주특별자치도 제주시 달마루길 20-9,33.49034135,126.4734185
송정식당 갈치조림구이 서귀포올레시장본점,제주 서귀포시 동문동로 32,33.25115806,126.5651529
수눌음,제주 서귀포시 대정읍 하모항구로 50,33.2181686,126.2500297
수란식당,제주특별자치도 서귀포시 남원읍 태위로723번길 8-4,33.28093705,126.7235124
수선화식당,제주특별자치도 제주시 천수로6길 29,33.50095473,126.543125
수애기베이커리카페,제주 서귀포시 대정읍 동일하모로98번길 48-59,33.22227044,126.2442523
수정식당,제주 서귀포시 대정읍 신영로 93-3,33.22101973,126.2527511
수희식당,제주 서귀포시 태평로 377,33.24546444,126.5612911
숙성도 중문점,제주특별자치도 서귀포시 일주서로 1101,33.26279684,126.3954122
숙성도 함덕점,제주특별자치도 제주시 조천읍 함덕로 40,33.542394,126.6711257
숙성돈가 제주중문본점,"제주 서귀포시 중문관광로 312 1, 2층 숙성돈가",33.248116,126.430616
숙자네숟가락젓가락 구좌읍세화본점,제주특별자치도 제주시 구좌읍 세평항로 45-2,33.52742753,126.85487
순두부엔짬뽕,제주 제주시 통물길 30,33.48942731,126.4348325
순수한둠비 연동점,제주특별자치도 제주시 연화로2길 34,33.47797706,126.4904921
순심이네한우흑돼지,제주 서귀포시 안덕면 산방로 3,33.24612138,126.3312151
순옥이네,제주 서귀포시 성산읍 고성오조로 76,33.45047058,126.914783
순옥이네명가,제주특별자치도 제주시 도공로 8,33.50551593,126.4649816
순이네,제주특별자치도 제주시 구좌읍 해맞이해안로 2196,33.50365241,126.9126333
순이네해장국,제주 제주시 오복4길 8,33.4954191,126.5363265
순풍해장국이도점,제주 제주시 이도2동 1981-9,33.4892694,126.5400669
순희네흑돼지,제주 제주시 애월읍 애월해안로 384-8,33.47234045,126.3491867
숲숲 포 레스트,제주특별자치도 서귀포시 김정문화로41번길 14-6,33.25247265,126.5099939
쉬멍해장국 중문점,제주특별자치도 서귀포시 천제연로 85,33.25527317,126.4148984
쉼표,제주 제주시 한림읍 한림로 359,33.39525417,126.2419527
스시고,제주 제주시 신설로11길 7,33.4918815,126.5442187
스시도모다찌 제주점,제주특별자치도 제주시 광양8길 1,33.4999775,126.5291843
스시도모다찌 칠성점,제주특별자치도 제주시 관덕로13길 3,33.51348663,126.5257918
스테이위드커피,제주 서귀포시 안덕면 형제해안로 32,33.22780467,126.3032704
슬랩,제주 제주시 한림읍 한림로 354,33.39478108,126.2416506
슬로보트,제주특별자치도 제주시 애월읍 하귀2길 46-16,33.4901007,126.4143678
시골길,제주 서귀포시 태평로371번길 11,33.24571391,126.5618128
시로코,제주특별자치도 제주시 용마서1길 27-7,33.51635522,126.504756
시스터필드,제주 서귀포시 월드컵로 8,33.2489584,126.507378
식과함께,제주 서귀포시 안덕면 화순로142번길 11-9,33.24745318,126.330155
식당 마요네즈,제주특별자치도 제주시 다랑곶3길 18,33.48891834,126.478678
신설오름,제주특별자치도 제주시 고마로17길 2,33.5054317,126.54157
신옛촌 산방산점,제주특별자치도 서귀포시 안덕면 사계로 187-6,33.2469511,126.3022904
신우성흑돼지,제주 서귀포시 중문관광로72번길 29-9,33.24963581,126.4114158
신의한근,제주특별자치도 제주시 원당로 44-1,33.52477415,126.5909205
신의한모,제주 제주시 애월읍 하귀1리 1620-4,33.485638,126.408053
신제주보말칼국수 제주본점,제주특별자치도 제주시 선덕로5길 19,33.48791501,126.499935
신창흑돼지두루치기,제주 서귀포시 대정읍 동일하모로 182,33.22587604,126.2506057
신해바라기,제주 제주시 관덕로13길 13,33.51420176,126.5259253
신해바라기분식 한라대점,제주특별자치도 제주시 정원로 47,33.47777998,126.4778001
신해바라기제2호점,제주특별자치도 제주시 신산로 67,33.50777008,126.5342241
싱푸미엔관,제주 제주시 구남로2길 32,33.4869858,126.5344994
쌍둥이횟집본점,제주 서귀포시 중정로62번길 14,33.24660121,126.5629142
아구식당,제주 제주시 일주동로 355,33.52169,126.583001
아뜰리에안,제주 서귀포시 막숙포로 166,33.23150482,126.506001
아라파파,제주 제주시 국기로3길 2,33.47844752,126.4908988
아베베베이커리,제주 제주시 동문로6길 4,33.51262167,126.5287612
아뽀밍고,제주 서귀포시 성산읍 일출로 230,33.45998617,126.9307353
안거리밖거리,제주 서귀포시 솔동산로 6-1,33.24427146,126.5641648
안녕협재씨 제주협재점,제주특별자치도 제주시 한림읍 금능길 12,33.38663212,126.2249417
안다미로 늘봄 흑염소,제주특별자치도 제주시 구남로6길 45,33.48697421,126.5369447
안성식당,제주 제주시 동문로4길 17-4,33.51171925,126.5271729
앙끄레국수 서귀포본점,제주특별자치도 서귀포시 법환상로2번길 97-18,33.24764727,126.5118622
앙뚜아네트,제주특별자치도 제주시 서해안로 671,33.51618484,126.5088353
앞뱅디식당,제주 제주시 선덕로 32,33.48537311,126.499935
애월 갈치 암행어사,제주특별자치도 제주시 애월읍 애월로11길 27,33.46693809,126.3205672
애월 고불락,제주특별자치도 제주시 애월읍 고내로7길 45-12,33.46671489,126.3366187
애월 삼육공본점 숙성흑돼지,제주특별자치도 제주시 애월읍 중엄3길 50,33.47796295,126.3715438
애월 우니담,제주특별자치도 제주시 애월읍 고내로13길 107,33.47249733,126.3484558
애월 해성도뚜리,제주특별자치도 제주시 애월읍 애월해안로 682,33.48192081,126.3750895
애월당 제주공항점,제주특별자치도 제주시 애월읍 애월북서길 56,33.46395734,126.3092893
애월더선셋,제주특별자치도 제주시 애월읍 일주서로 6111,33.45612658,126.3088759
애월리순메밀막국수,제주특별자치도 제주시 애월읍 애월해안로 11,33.46563473,126.3163627
애월미깡창고,제주특별자치도 제주시 애월읍 중산간서로 6710-1,33.46028057,126.4451277
애월빵공장 앤 카페,"제주 제주시 애월읍 금성5길 42-15 1층, 2층 애월빵공장 앤 카페",33.44830608,126.3015608
애월아시시,제주 제주시 애월읍 애월해안로 474,33.47762859,126.3549926
애월연어 노형점,제주특별자치도 제주시 노형8길 7,33.48435869,126.4779629
애월연어 시청점,제주특별자치도 제주시 중앙로 266,33.4961304,126.5317996
애월연어 제주함덕점,제주특별자치도 제주시 조천읍 조함해안로 496,33.54246343,126.6657398
애월전분공장카페,제주특별자치도 제주시 애월읍 신엄리 929,33.47880852,126.3703482
애월찜 애월점,제주특별자치도 제주시 애월읍 애월해안로 454-5,33.4765843,126.3541573
애월포구횟집,제주특별자치도 제주시 애월읍 가문동길 43,33.48626981,126.392079
애월항포구횟집,제주특별자치도 제주시 애월읍 애월로11길 22,33.46611935,126.3208769
애월회포장센터 애월밤바다,제주 제주시 애월읍 하귀1리 229-5,33.48714746,126.4166221
애월흑돼지 하귀 흑생,제주특별자치도 제주시 애월읍 하귀9길 54-5,33.48252072,126.4148707
양식당,제주시 성화로 5길 5,33.511836,126.503632
양평해장국 서귀포점,제주특별자치도 서귀포시 칠십리로 61,33.2400107,126.5628271
양혜란식당,제주 서귀포시 서호남로32번길 41,33.24977526,126.5146071
어도식당,제주 서귀포시 대정읍 최남단해안로 32,33.21768395,126.2521095
어멍국수,제주  서귀포시  안덕면  화순로  101 어멍국수,33.24655379,126.3356979
어멍뚝배기 올레시장본점,제주특별자치도 서귀포시 부두로 35,33.24189339,126.5649079
어반정글,제주 서귀포시 성산읍 신고로22번길 39,33.43694738,126.921135
어부촌,제주 서귀포시 칠십리로 67,33.23984017,126.5637866
어조횟집 성산일출봉점,제주특별자치도 서귀포시 성산읍 일출로 233,33.46044087,126.9308125
어진식당,제주 서귀포시 안덕면 화순중앙로 109,33.24239887,126.3357982
엉덩물,제주 제주시 성두길 7-7,33.49096515,126.4949212
엉클프레즐하우스,제주 제주시 조천읍 함덕27길 18-2,33.5413396,126.6743013
에니스케리,제주 제주시 한림읍 한림로 361,33.39540096,126.2421325
에오마르,제주특별자치도 제주시 선사로8길 13-6,33.52573612,126.5865681
에이바우트커피 구남점,제주특별자치도 제주시 도남로 199,33.48508847,126.5353634
엘파소,제주 서귀포시 안덕면 화순로 191-43,33.24533156,126.3259143
연경가든,제주  제주시  삼도2동 803-13,33.50989788,126.520348
연돈,제주 서귀포시 일주서로 968-10,33.2589039,126.4071702
연미정,제주 제주시 구좌읍 세평항로 14 연미정,33.524782,126.853945
연정식당,제주 제주시 신광로10길 29,33.48378858,126.4867715
연한돈,제주 제주시 선덕로 6,33.48549506,126.4973506
영건식당,제주 제주시 신대로16길 44,33.48712091,126.4916629
영복갈비,제주 제주시 우정로5길 5,33.49041609,126.4317481
영복갈비 제주본점,제주특별자치도 제주시 월랑로 82,33.49203602,126.4729175
영성식당,제주  서귀포시  대정읍  동일하모로  211,33.22592845,126.253694
영웅식당 제주 산방산점,제주특별자치도 서귀포시 안덕면 화순로 102-1,33.24681609,126.3354221
영육일삼,제주 서귀포시 이어도로 679,33.23443797,126.4883348
영지식당,제주 서귀포시 성산읍 한도로242번길 10-13,33.46659684,126.9319774
영천횟집 탑동본점,제주특별자치도 제주시 서부두길 26,33.5184034,126.5284946
영춘식당,제주 제주시 평전길 12,33.50089716,126.519339
예소담 도두점,제주특별자치도 제주시 도두항서길 13,33.50556834,126.4662641
옛날통닭,제주 서귀포시 신서귀로 39,33.25256056,126.5107828
오누이찐빵,제주특별자치도 제주시 공설로 27,33.4977628,126.517134
오는정김밥,제주 서귀포시 동문동로 2,33.24966662,126.5675962
오늘의바다,제주 서귀포시 이어도로 990,33.241899,126.518423
오드랑베이커리,제주 제주시 조천읍 조함해안로 552-3,33.54213165,126.6716514
오또도넛,제주 서귀포시 중문상로 87,33.25590695,126.4274203
오뚜기빵집,제주특별자치도 서귀포시 남원읍 태위로 129,33.27499523,126.6611843
오랑우탄면사무소,제주 서귀포시 안덕면 산방로 367-1,33.2311717,126.2976376
오랑우탄면사무소 혁신도시점,제주특별자치도 서귀포시 안덕면 산방로 367-1,33.23120383,126.2975459
오롯,제주 제주시 신설로11길 2-10,33.49099271,126.5444132
오롯이,제주 서귀포시 중앙로101번길 18,33.25359541,126.5588185
오병이어,제주 서귀포시 월드컵로 161-1,33.235268,126.507042
오직흑돼지 제주공항본점,제주특별자치도 제주시 용마로 24,33.51521185,126.5062963
오쿠다 공항점,제주특별자치도 제주시 용문로18길 60-5,33.50277022,126.5100088
오크라,제주  제주시  한림읍  귀덕14길  57-2 오크라,33.43878758,126.2960775
오현불백 제주 동문시장점,제주특별자치도 제주시 성지로 58-2,33.51102542,126.5296099
오후새우시,제주 서귀포시 천제연로 184,33.25159241,126.4241819
옥만이네 협재본점,제주특별자치도 제주시 한림읍 한림해안로 160,33.41647865,126.263335
올래국수,제주 제주시 귀아랑길 24,33.49150806,126.4973113
올래국수 서귀포점,제주특별자치도 서귀포시 태평로353번길 22-5,33.24708111,126.5612392
올레마당 제주산방산점,제주특별자치도 서귀포시 안덕면 사계남로 224,33.23315113,126.3087792
올레삼다정,제주 서귀포시 태평로537번길 48,33.2531005,126.5698366
올레안뜰,제주  서귀포시  법환로  24 (법환동),33.23715156,126.5129967
옹포바다횟집,제주특별자치도 제주시 한림읍 옹포1길 24,33.40385968,126.2516773
와랑와랑,제주 서귀포시 태평로 399-1,33.24475313,126.5629337
와토커피,제주 서귀포시 대정읍 동일하모로 238,33.22537435,126.256612
외도339,제주 제주시 일주서로 7345,33.49374194,126.4316774
외도식당,제주 제주시 도근내길 33,33.49233597,126.434565
용꽈배기,제주 제주시 수덕5길 85-7,33.48170015,126.4716054
용꽈배기삼양점,제주특별자치도 제주시 설촌로6길 23,33.52302336,126.5839147
용두암 엄마 해장국,제주특별자치도 제주시 용마로 24,33.51523789,126.5062703
용두암 해녀촌,제주특별자치도 제주시 용해로 11,33.51633276,126.5025259
용두암해촌,제주특별자치도 제주시 서해안로 614,33.51698814,126.5027299
용림식당,제주 서귀포시 안덕면 사계남로 170-1,33.22844653,126.3080317
용연횟집,제주 제주시 동한두기길 35,33.51648946,126.5151663
용이식당,제주 서귀포시 중앙로79번길 12,33.25131363,126.5603153
용이식당 중문점,제주특별자치도 서귀포시 중문상로 32,33.25121246,126.4253816
용이식당외도점,제주 제주시 우령2길 19-2,33.48725588,126.4320848
용출횟집,제주 제주시 서해안로 660,33.51551804,126.5078531
우도해장국,제주 서귀포시 성산읍 성산등용로 100-6,33.47022039,126.9308141
우리솥해장국,제주 제주시 연삼로 10,33.49346157,126.4933607
우성식당,제주 서귀포시 색달중앙로 77,33.26216994,126.4122836
우심 제원노형,"제주 제주시 노형11길 18 1층, 우심 노형동점",33.48337415,126.4776634
우정해장국,제주특별자치도 제주시 한림읍 한림상로 139,33.41157616,126.2671992
우진해장국,제주 제주시 서사로 11,33.51150866,126.5200946
운산장어구이,제주특별자치도 서귀포시 중앙로47번길 21,33.24819254,126.559374
웅이네식당,제주 서귀포시 성산읍 고성오조로 87-8,33.45157202,126.9139195
원앤온리,제주 서귀포시 안덕면 산방로 141,33.23921829,126.3191859
원영식당,제주 제주시 서광로18길 9,33.49908264,126.5206504
원조 삼성혈해물탕 1호점,제주 제주시 도두항서7길 23 1층,33.50408,126.465376
원조 삼성혈해물탕 본점,제주특별자치도 제주시 선덕로5길 20,33.48797717,126.4996979
원풍해장국 함덕점,제주특별자치도 제주시 조천읍 함덕24길 6-6,33.53940551,126.6749892
월드베이커리,제주 서귀포시 성산읍 서성일로 1231,33.44716655,126.91021
위미항활어회센터,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 6-37,33.27035162,126.6640992
윌라라,제주 서귀포시 성산읍 성산중앙로 33,33.46302458,126.9328172
유동커피,제주 서귀포시 태평로 406-2,33.24447619,126.5639361
유리네식당,제주 제주시 연동 427-1,33.48147112,126.4971081
유선식당,제주 제주시 중앙로2길 5,33.51648958,126.524229
육떡식당 문어떡볶이 본점,제주특별자치도 서귀포시 천제연로178번길 19,33.25025245,126.4236753
윤꽈배기,제주 서귀포시 천제연로 214,33.25142692,126.4274899
윤옥 본점,제주특별자치도 제주시 구남동2길 19-4,33.48919048,126.5357784
은갈치김밥,"제주시 특별자치도, 용마서길 30",33.515361,126.501823
은성식당,제주 제주시 애월읍 하귀로23길 1,33.480417,126.40273
은희네해장국,제주 제주시 외도1동 532-8,33.48816468,126.4333704
은희네해장국 2호점,제주특별자치도 제주시 연북로 178,33.48139613,126.5002909
은희네해장국 이도점,제주특별자치도 제주시 남광로 10,33.49228073,126.5375987
이금돈지,제주 제주시 연동 293-44,33.48608398,126.4953607
이레밥상,제주 제주시 중앙로 46-5,33.5142705,126.5241267
이모밥상 제주공항본점,제주특별자치도 제주시 연북로 173,33.48193028,126.4999457
이순신김밥,제주 제주시 애월읍 애월해안로 482-1,33.47782986,126.3558925
이스틀리카페,제주특별자치도 서귀포시 성산읍 산성효자로114번길 131-1,33.45607516,126.9084
인그리드,제주특별자치도 제주시 서해안로 64,33.50255326,126.4566831
인희네국수,제주 제주시 중앙로 87,33.51042067,126.5241168
일미도,제주특별자치도 제주시 구좌읍 면수길 52-1,33.52500521,126.8655053
일성식당,제주 서귀포시 안덕면 산방로 372,33.23140772,126.2970967
일송회수산,제주특별자치도 서귀포시 남원읍 위미중앙로196번길 13,33.27181384,126.6636814
일억조,제주특별자치도 제주시 한림읍 한림상로 140,33.41127262,126.2675544
일통이반,제주 제주시 중앙로2길 25,33.51705896,126.5220774
일품순두부 시청점,제주특별자치도 제주시 중앙로 260,33.49672993,126.5315521
임순이네밥집,제주특별자치도 제주시 애월읍 곽지9길 8-1,33.45248155,126.3077594
임춘식당,제주 제주시 만덕로 25,33.51424858,126.5321456
잇뽕사계,제주 서귀포시 안덕면 사계로114번길 54-12,33.24245831,126.3048219
자덕식당,제주 서귀포시 안덕면 사계남로 202,33.23110725,126.3087743
자리돔,제주 제주시 신대로18길 39,33.48457721,126.4922988
자리돔횟집,제주 서귀포시 동홍동로 7,33.25555502,126.5747329
자매국수,제주특별자치도 제주시 항골남길 46,33.4985772,126.4591443
자연과사람들 밀면,제주특별자치도 제주시 조천읍 남조로 2185,33.46047476,126.6610766
자영식당,제주 제주시 서광로4길 10,33.4991214,126.5140962
작산 애월흑돼지,제주특별자치도 제주시 애월읍 가문동길 4,33.48394174,126.3949917
잔물결,제주특별자치도 제주시 한림읍 금능길 58-1,33.38819199,126.2297406
잘도식당,제주 제주시 중앙로15길 16,33.51071587,126.5254356
장가네 해장국,제주특별자치도 서귀포시 중문동 2128-1,33.25046847,126.4237887
장가네일품순두부 신시가지점,제주 서귀포시 서호남로32번길 31,33.248793,126.514249
장수물식당,제주 제주시 연문2길 18,33.49192058,126.4986169
장수애섬식당,제주 서귀포시 남성중로 2-3,33.24337213,126.5596837
장승포식당 성산 서귀포점,제주 서귀포시 성산읍 동류암로 32 장승포식당,33.449399,126.916936
장인의집 제주탑동점,제주특별자치도 제주시 동문로4길 17,33.5120293,126.5273485
장인의집[본점],제주 제주시 애월읍 애월로19길 31 장인의집 애월 본점,33.465954,126.326924
장춘식당,제주 제주시 동문로4길 9-6,33.51207048,126.5278988
재벌식당,제주 제주시 도령로7길 20,33.49074651,126.4843801
재암식당,제주 제주시 한림읍 한림로 346,33.39409736,126.2411162
재연식당,제주특별자치도 제주시 구좌읍 세화3길 27-2,33.52616033,126.856025
전망좋은횟집&흑돼지 성산본점,제주특별자치도 서귀포시 성산읍 일출로 248,33.46067082,126.9325248
전복죽일번가 애월해안도로본점,제주특별자치도 제주시 애월읍 애월해안로 688,33.48195854,126.3754206
정가네식당,제주특별자치도 제주시 서사로 170,33.497322,126.519586
정이가네,제주특별자치도 서귀포시 신동로27번길 23,33.25196317,126.5111235
정직한돈 서귀포중문점,제주특별자치도 서귀포시 일주서로 827,33.25871141,126.4223019
정한가든,제주특별자치도 제주시 구좌읍 세화1길 6,33.52410456,126.8543815
정현식당,제주 서귀포시 대정읍 하모상가로 37,33.22169662,126.252802
정희네해물탕,제주 서귀포시 중정로 17,33.24770253,126.5583572
제갈양 제주협재점,제주특별자치도 제주시 한림읍 한림로 155,33.38603207,126.224429
제라한보쌈,제주 제주시 정존1길 33,33.48332578,126.4703719
제레미,제주특별자치도 제주시 애월읍 애월로 106-1,33.46460907,126.3185544
제일성심당,제주  서귀포시  성산읍 고성리  332-8번지,33.44714139,126.9165991
제주 고기국수 만세국수,제주특별자치도 제주시 오라로 152,33.49404848,126.5188172
제주 도도리고기국수,제주특별자치도 제주시 다호북길 109,33.50285462,126.4867627
제주 정직한돈 애월점,제주특별자치도 제주시 한림읍 일주서로 5083,33.3891116,126.2503517
제주 하멜,제주특별자치도 제주시 노형2길 51-3,33.47850148,126.4761432
제주갈치맛집 영목이네 표선점,제주특별자치도 서귀포시 표선면 일주동로6455번길 21,33.30646877,126.7836632
제주고사리해장국 중문본점,제주특별자치도 서귀포시 천제연로 83,33.25532435,126.414662
제주고집 제주공항점,제주특별자치도 제주시 서해안로 368-10,33.51099339,126.4848387
제주곰집,제주 서귀포시 이어도로 703-4,33.23490936,126.4907728
제주공항그때그집,제주특별자치도 제주시 서해안로 352-1,33.51036261,126.4827534
제주관덕정분식,제주 제주시 관덕로8길 7-9,33.51260473,126.5243057
제주광해 애월,제주특별자치도 제주시 애월읍 애월해안로 867,33.48774929,126.3904213
제주국담,제주 제주시 신대로12길 17,33.48860942,126.4947037
제주국수왕,제주 제주시 한림읍 협재3길 9,33.39841078,126.2445869
제주김만복 서귀포점,제주특별자치도 서귀포시 월드컵로 117,33.23941863,126.5058286
제주김만복 애월점,제주특별자치도 제주시 애월읍 애월해안로 255,33.46760559,126.33897
제주김만복김밥 본점,제주특별자치도 제주시 오라로 41,33.4970354,126.5089219
제주나기,제주특별자치도 제주시 애월읍 구엄동1길 7,33.47567367,126.377768
제주냥이,제주특별자치도 제주시 구좌읍 해맞이해안로 1178-1,33.53354866,126.8396649
제주늘봄,제주 제주시 고사마루길 6,33.47964926,126.4719857
제주닭집,제주 제주시 조천읍 함덕14길 3,33.54103762,126.6671677
제주도 고기국수 만세국수,제주특별자치도 제주시 연삼로 437,33.4976667,126.5370751
제주도 해녀세자매 협재본점,제주특별자치도 제주시 한림읍 한림해안로 275,33.42586249,126.2639654
제주돈 애월점,제주특별자치도 제주시 애월읍 신엄로 28,33.47316082,126.3644158
제주돈담,제주 제주시 수덕7길 1,33.48731803,126.476822
제주돌하르방밀면,제주 서귀포시 중문관광로 331,33.24987023,126.4305866
제주돔베고기집,제주 제주시 월랑로4길 6,33.48787921,126.4784692
제주돔베마씸,제주 제주시 우정로8길 4-2,33.48949798,126.4304412
제주돼지,제주 제주시 신광로4길 6,33.48901044,126.4891339
제주등대아구찜,제주특별자치도 제주시 한림읍 한림해안로 145-2,33.41593374,126.2619119
제주등대아구찜 서귀포점,제주특별자치도 서귀포시 신서로48번길 51-4,33.2531349,126.5107961
제주따이,제주 제주시 수덕9길 85-5,33.48245503,126.4706777
제주뚝배기,제주 서귀포시 성산읍 일출로 255,33.46113302,126.933034
제주로운청해원 성산일출봉점,제주특별자치도 서귀포시 성산읍 신양로 101,33.43673139,126.920626
제주마루 섭지코지점,제주특별자치도 서귀포시 성산읍 신양로 116,33.43637161,126.9219834
제주마음,제주 제주시 원노형3길 13,33.48644813,126.4845518
제주만석밀냉면,제주특별자치도 제주시 남성로 46-1,33.5042795,126.513216
제주만주,제주 제주시 애월읍 일주서로 6707,33.47210191,126.3686192
제주맑음,제주 제주시 관덕로3길 1-1,33.51343954,126.5209765
제주메밀막국수함흥냉면,제주 제주시 관덕로15길 2,33.51351263,126.5271102
제주명가두루치기 서귀포올레시장점,제주특별자치도 서귀포시 태평로 495,33.24957493,126.5710335
제주몸국,제주특별자치도 제주시 어영길 45-6,33.51855798,126.4980796
제주미담,제주특별자치도 제주시 가령로 19,33.50233593,126.5372838
제주미당,제주 제주시 서천길 24,33.5008567,126.5106983
제주미르,제주 제주시 애월읍 하귀2리 2615-12번지,33.48378247,126.3952762
제주미소,제주특별자치도 제주시 연수로1길 6,33.50175193,126.5436664
제주미향 중문본점,제주특별자치도 서귀포시 천제연로 135,33.25375225,126.4197322
제주바다에,제주 제주시 연북로 550,33.48591508,126.5384985
제주바당,제주 제주시 원노형9길 24,33.48726285,126.4855598
제주백정,제주특별자치도 제주시 한림읍 한림중앙로 36,33.41152357,126.2650152
제주보말칼국수,제주 제주시 관덕로8길 40,33.50994387,126.5234468
제주부엌 고기국수 제주공항점,제주특별자치도 제주시 원노형로 37,33.4853296,126.4850509
